id,sex,employment,married,income,digital3
22835,1,retired,0,17472,.080816701
22836,0,student,0,12967,.85785127
22837,1,student,0,0,.99966788
22838,1,employed,0,6271,.4216944
22839,1,unemployed,1,6141,.41119146
22840,1,employed,1,29760,.8123197
22841,0,employed,1,25922,0
22842,1,employed,1,10126,0
22843,0,employed,1,5594,0
22844,0,employed,1,63556,.016081441
22845,1,employed,0,7307,.51491171
22846,0,employed,1,13837,.6811679
22847,0,employed,1,11078,.48030302
22848,1,student,0,3595,.89024651
22849,0,employed,1,29950,0
22850,0,student,1,19259,.78734595
22851,0,employed,1,12683,.57941717
22852,0,unemployed,0,11696,.014769028
22853,0,unemployed,1,0,.24117693
22854,1,employed,1,63540,.5300343
22855,1,employed,1,1000000,.55668873
22856,0,employed,1,4876,.55756992
22857,0,retired,0,7279,0
22858,1,employed,1,39413,.31204209
22859,0,student,0,18303,.57122386
22860,1,employed,1,9664,0
22861,1,employed,1,19952,.54478025
22862,1,retired,1,30266,.33802074
22863,1,retired,0,15050,.16294481
22864,1,student,0,0,.75991046
22865,1,student,0,4014,.96129179
22866,1,unemployed,1,5257,.39102483
22867,1,retired,1,5250,.065207519
22868,0,employed,1,7492,.47133306
22869,1,unemployed,1,8245,.53538209
22870,1,employed,0,57577,.98592359
22871,0,employed,0,6084,.56066334
22872,1,unemployed,1,0,.77317172
22873,1,student,0,41320,.87283593
22874,0,employed,1,46260,.64598536
22875,0,unemployed,1,0,0
22876,1,employed,0,34850,.78235406
22877,1,student,0,0,.16079791
22878,0,employed,1,19355,.57043433
22879,1,retired,0,17285,.20588532
22880,1,employed,1,68053,.87287611
22881,1,student,0,0,0
22882,0,student,1,3601,.88916522
22883,1,unemployed,0,0,0
22884,1,student,0,0,.20056161
22885,1,employed,1,7624,.54914194
22886,1,employed,1,13848,.85516489
22887,1,employed,1,22970,0
22888,1,employed,1,40565,.049445558
22889,0,employed,1,18750,.82131106
22890,1,retired,0,6103,0
22891,1,retired,0,29974,0
22892,0,unemployed,0,0,.7996273
22893,0,employed,1,5204,.94671035
22894,0,employed,1,14733,.60856843
22895,1,retired,1,9250,0
22896,1,employed,0,12386,0
22897,0,unemployed,1,0,.60560441
22898,0,employed,1,32890,0
22899,1,employed,1,9562,.50274181
22900,1,retired,1,28874,.25316408
22901,0,retired,1,3959,.120501
22902,0,unemployed,1,13214,.14523931
22903,0,student,0,4417,.79732949
22904,0,employed,1,6832,.21973352
22905,0,employed,0,21939,0
22906,1,retired,1,5446,.12684569
22907,0,employed,0,48735,.51420993
22908,1,retired,1,62910,0
22909,0,employed,1,5944,.76854146
22910,1,employed,1,32854,.59745401
22911,1,employed,1,10055,.25301433
22912,0,retired,0,7766,.12802359
22913,1,employed,1,15618,.16744386
22914,1,unemployed,1,8389,.52215654
22915,0,employed,1,5019,.83505535
22916,1,employed,0,12709,.63065147
22917,0,employed,1,4961,.16081882
22918,0,employed,1,13496,.21804753
22919,0,employed,1,10302,.7495926
22920,1,employed,1,14167,.5045051
22921,1,employed,1,7871,.63519734
22922,1,employed,1,117882,.54047501
22923,1,unemployed,1,0,.89127159
22924,1,retired,0,7863,0
22925,1,employed,1,27326,0
22926,0,unemployed,1,0,.018807182
22927,0,employed,1,12031,.68585974
22928,1,unemployed,1,0,.78590447
22929,1,employed,1,7786,.57567346
22930,1,employed,1,6523,.2904951
22931,1,unemployed,1,0,.58355498
22932,1,employed,0,7883,0
22933,1,employed,1,26841,0
22934,1,employed,1,19160,.092280701
22935,1,retired,1,37974,.3968493
22936,1,employed,1,8752,.021127479
22937,0,employed,1,10401,.84162796
22938,1,employed,1,16056,0
22939,0,retired,0,4431,0
22940,1,employed,0,27092,.20947418
22941,1,employed,0,6761,0
22942,0,student,0,4410,.86771291
22943,0,employed,1,7517,.615646
22944,0,retired,1,5429,.1960447
22945,1,employed,1,22051,.78116274
22946,0,employed,1,27143,0
22947,0,employed,1,133796,0
22948,1,student,0,0,0
22949,0,student,0,0,.85183591
22950,0,retired,1,26777,0
22951,1,employed,1,13720,.075973555
22952,0,retired,1,4036,.14992516
22953,1,employed,1,55604,.36557525
22954,1,employed,1,17888,.42360365
22955,1,unemployed,1,8433,.60974675
22956,1,employed,1,37485,.68585676
22957,0,unemployed,1,6577,.53190613
22958,1,employed,1,10680,.57686353
22959,0,employed,0,5997,.81942666
22960,1,employed,1,11509,.27168852
22961,1,employed,1,8198,.646492
22962,1,employed,0,19748,.65380061
22963,1,unemployed,1,13930,0
22964,1,employed,1,14847,.66158617
22965,1,employed,1,10413,.50516355
22966,0,retired,0,2769,.24692813
22967,1,student,0,0,.75062811
22968,1,employed,1,10207,0
22969,0,employed,1,6364,.77873737
22970,1,retired,1,6530,.29303551
22971,1,employed,1,6827,.6112045
22972,1,employed,0,36560,.76888335
22973,1,employed,1,81224,0
22974,0,student,0,8807,.85965669
22975,1,employed,0,5887,.59356099
22976,0,unemployed,1,13558,.64642942
22977,0,employed,1,44198,.61283094
22978,1,employed,1,8618,.55049282
22979,1,employed,1,19157,.58871794
22980,1,employed,1,12988,.63448375
22981,0,employed,0,36583,.57706136
22982,1,employed,0,42578,.040987622
22983,1,retired,0,18335,.33622736
22984,1,retired,0,13843,.32093492
22985,0,employed,1,76051,0
22986,0,retired,1,4547,.16252428
22987,0,student,0,12405,.01998388
22988,0,employed,0,7889,.49631804
22989,1,student,1,4898,.86651629
22990,1,unemployed,1,0,0
22991,0,student,0,7578,0
22992,1,employed,1,153169,.66415924
22993,0,employed,1,21548,.039399397
22994,0,student,0,0,.72259176
22995,1,employed,1,15080,0
22996,1,employed,0,8086,.11255598
22997,1,employed,1,7950,0
22998,1,employed,1,38767,0
22999,1,student,0,0,.41411379
23000,1,unemployed,0,8681,0
23001,1,student,0,6748,0
23002,1,employed,1,7864,.13206039
23003,1,student,0,6484,.95798373
23004,1,employed,1,9649,.043804906
23005,0,employed,1,9546,0
23006,1,student,0,64854,.8386277
23007,0,employed,1,5851,0
23008,0,employed,0,8383,.34191203
23009,1,student,0,0,.5949865
23010,0,employed,1,9188,.55629605
23011,1,employed,1,29099,.7963168
23012,1,employed,1,17179,.53248751
23013,1,employed,0,12272,.60744208
23014,0,student,1,0,0
23015,0,retired,1,8623,.18859948
23016,1,employed,1,10867,.33249837
23017,0,employed,1,14666,0
23018,0,retired,1,9409,.23032787
23019,1,employed,1,10516,.3827467
23020,0,employed,0,14307,0
23021,1,employed,0,9322,.2987299
23022,0,employed,1,4295,.97285408
23023,0,student,0,0,.90815336
23024,1,employed,1,11768,0
23025,0,employed,1,19354,.93632549
23026,1,employed,1,7331,0
23027,1,employed,0,7064,0
23028,1,employed,0,9178,.47309521
23029,1,employed,0,13739,0
23030,0,employed,1,18119,.58843684
23031,1,retired,1,75114,.13107149
23032,1,employed,1,42638,.59291244
23033,1,employed,1,6066,0
23034,0,employed,1,6399,.98900694
23035,1,employed,1,19852,.38125378
23036,0,employed,1,11223,.61937767
23037,1,unemployed,0,34044,.36792538
23038,0,unemployed,1,5804,.27994567
23039,0,unemployed,0,0,.52883065
23040,1,employed,1,199832,.961178
23041,1,employed,0,5699,.68469065
23042,1,retired,0,15266,.23079982
23043,0,unemployed,1,4429,.89152992
23044,1,employed,1,10940,0
23045,1,employed,1,16318,.6761539
23046,1,retired,0,13784,.33688343
23047,1,employed,1,7488,.77225929
23048,1,retired,0,5192,.22175269
23049,1,employed,1,6411,.67046791
23050,0,employed,1,6908,.060195938
23051,0,employed,1,14802,.9141953
23052,1,student,0,0,.30789044
23053,0,employed,1,8089,.8458879
23054,1,student,0,0,.84391707
23055,1,employed,1,16681,.050222609
23056,1,unemployed,1,7802,0
23057,1,retired,0,4094,.35072279
23058,0,employed,1,13575,.12975053
23059,1,employed,1,5430,0
23060,0,unemployed,0,0,.014575992
23061,0,employed,0,114083,.70787418
23062,1,unemployed,1,0,.22954273
23063,1,employed,1,9168,0
23064,0,employed,1,7167,.53838414
23065,0,unemployed,0,8388,.4629294
23066,0,retired,0,3122,0
23067,1,employed,1,9099,.032999456
23068,1,employed,0,29162,.56385493
23069,0,employed,1,13560,.57514292
23070,0,employed,1,67543,.80840337
23071,1,employed,1,6719,.49680129
23072,0,employed,1,7693,.11360782
23073,1,unemployed,0,25751,.85700876
23074,1,retired,1,3785,0
23075,0,employed,1,29118,.36013195
23076,1,employed,0,42832,.19009708
23077,1,employed,0,15861,.61057478
23078,0,retired,0,3658,.35163194
23079,1,retired,1,34673,0
23080,1,employed,1,15189,.60180199
23081,1,employed,1,12034,.5188182
23082,1,employed,1,31359,.30863386
23083,1,employed,1,29012,.56575602
23084,0,retired,1,15355,0
23085,0,employed,0,119261,.98482329
23086,1,student,0,3511,.74834716
23087,1,employed,1,13174,0
23088,0,retired,0,14964,0
23089,0,employed,1,8659,.2313076
23090,0,student,0,0,0
23091,0,employed,1,15323,.17844945
23092,1,retired,1,9366,.22010076
23093,1,employed,1,14483,.83201277
23094,0,student,0,0,.66181964
23095,1,employed,1,81786,.72917658
23096,0,retired,0,30796,.14782712
23097,1,employed,1,7800,.081365876
23098,1,employed,1,25344,.65133107
23099,1,retired,1,8346,.38601011
23100,1,employed,0,11750,.32409373
23101,0,retired,1,2749,.050353874
23102,0,employed,1,6762,.94028592
23103,0,employed,1,8327,.82429057
23104,0,unemployed,0,11035,.65212965
23105,1,employed,1,20007,0
23106,1,employed,1,14922,0
23107,0,student,0,45983,.95380318
23108,1,employed,1,10388,0
23109,0,employed,1,66566,.14444259
23110,1,employed,1,195038,.09886954
23111,1,employed,0,5300,.7602635
23112,0,unemployed,1,0,.4163979
23113,0,employed,0,59199,0
23114,1,student,0,0,.32475421
23115,0,retired,0,26890,.23719163
23116,0,retired,1,4451,0
23117,0,retired,1,5754,.24253479
23118,0,retired,1,8243,.14387524
23119,1,employed,1,7276,.5906713
23120,1,employed,0,9261,.093484938
23121,0,retired,0,5972,.057126522
23122,0,student,0,0,.36164296
23123,1,unemployed,1,64667,0
23124,0,employed,0,7893,.6144923
23125,1,employed,1,24527,.41786036
23126,0,unemployed,1,0,.64049751
23127,0,employed,0,14145,.56059468
23128,1,employed,0,15319,0
23129,1,unemployed,0,9395,.9925496
23130,1,student,0,0,.44944662
23131,1,unemployed,1,6922,.71076518
23132,1,employed,1,15392,0
23133,1,employed,1,9806,.61415684
23134,1,employed,0,11935,.61594373
23135,1,employed,1,8522,.41493613
23136,0,employed,1,14066,.33633366
23137,0,employed,1,10897,.70507884
23138,0,employed,1,28233,.54886073
23139,1,employed,1,8604,.71107697
23140,1,employed,1,38227,.86611807
23141,0,employed,1,23002,.51262993
23142,1,student,1,0,.67261064
23143,1,retired,1,9051,0
23144,1,employed,1,26446,0
23145,1,unemployed,1,14721,.78619647
23146,0,employed,1,5201,.65153801
23147,0,student,1,5087,.39950389
23148,1,student,0,0,.479608
23149,1,employed,1,14229,.50805151
23150,0,student,0,0,.31595415
23151,1,employed,1,14226,.22544511
23152,0,employed,1,8559,.15483055
23153,0,student,0,0,.26258087
23154,0,unemployed,1,0,.50239587
23155,1,employed,1,5185,.14034028
23156,1,employed,1,30003,.97262871
23157,0,employed,1,8654,0
23158,0,unemployed,1,0,0
23159,1,unemployed,1,8726,.77354568
23160,0,employed,0,26160,0
23161,1,employed,1,7043,0
23162,1,employed,1,21319,.52320409
23163,0,employed,1,5511,.77481604
23164,1,employed,1,7934,.16089334
23165,0,student,0,3371,.5722146
23166,0,unemployed,1,31825,.20075907
23167,1,unemployed,1,20982,0
23168,1,unemployed,1,14682,0
23169,0,employed,1,6158,.37811056
23170,0,employed,1,11187,.41622677
23171,1,student,0,0,.11964823
23172,0,employed,0,31194,.74767369
23173,1,student,0,3527,.98016131
23174,1,employed,1,12022,.3242203
23175,1,employed,1,11795,.89266819
23176,1,employed,1,14939,.53901058
23177,1,employed,1,36882,.84166747
23178,1,employed,0,17300,0
23179,1,employed,0,21597,.31179956
23180,0,unemployed,1,0,0
23181,1,employed,1,58316,.50115639
23182,1,student,1,20857,.76946473
23183,0,retired,0,4061,.20207565
23184,0,retired,0,6111,0
23185,0,retired,1,12029,.015240083
23186,0,retired,1,5598,0
23187,1,employed,1,8258,0
23188,0,retired,1,4454,.30222398
23189,0,unemployed,0,0,.47547942
23190,0,employed,0,20827,.0012279808
23191,1,retired,1,9098,0
23192,1,student,0,5624,.87853241
23193,1,student,0,11433,.77383602
23194,0,employed,1,5244,.51622277
23195,1,employed,1,15096,.28400826
23196,0,retired,1,4887,0
23197,1,employed,0,15198,0
23198,1,unemployed,1,43744,.72319424
23199,0,employed,0,10477,.072878078
23200,0,employed,1,12657,.73989743
23201,0,employed,1,11782,.52256048
23202,1,employed,1,5976,.67878366
23203,1,unemployed,0,0,.41723824
23204,0,employed,0,12396,.64745039
23205,0,employed,0,12828,.46505758
23206,1,employed,1,11460,.45595598
23207,1,retired,0,42672,.21459754
23208,1,employed,1,6230,0
23209,1,employed,1,7670,.59908754
23210,1,employed,1,28361,.4971171
23211,1,employed,1,17766,0
23212,1,student,0,10949,.88165492
23213,0,unemployed,1,0,0
23214,1,student,0,0,.86381251
23215,0,unemployed,0,0,0
23216,1,employed,1,14410,.60698825
23217,1,employed,1,8113,.72501063
23218,0,employed,1,7823,0
23219,1,employed,1,10801,.5721963
23220,0,unemployed,1,13676,.65797579
23221,1,employed,1,9545,.22161061
23222,0,student,0,11886,.52274114
23223,0,retired,1,5830,0
23224,0,unemployed,1,0,.50858235
23225,0,employed,1,22130,0
23226,0,unemployed,1,0,0
23227,0,unemployed,1,0,.75691122
23228,1,unemployed,1,0,.71127301
23229,1,employed,0,8582,.80097854
23230,0,employed,0,9282,0
23231,0,employed,1,26389,.61305296
23232,0,employed,0,15966,0
23233,1,unemployed,1,11444,0
23234,1,employed,1,1000000,.8516106
23235,1,employed,1,19225,.59536546
23236,1,employed,1,7798,.19128084
23237,1,employed,1,39191,.74988914
23238,0,retired,1,15011,.18899408
23239,0,employed,0,6851,.15941446
23240,0,unemployed,1,0,.42189902
23241,1,unemployed,1,16410,.60429007
23242,1,employed,1,20975,.43768403
23243,1,unemployed,0,19590,.70779794
23244,1,employed,1,7272,.76074988
23245,1,employed,1,13318,0
23246,0,employed,1,5936,.62126231
23247,0,employed,1,16704,.32326683
23248,1,employed,1,100745,.47595379
23249,0,employed,1,6521,.55366647
23250,1,student,0,76527,.40568641
23251,0,retired,1,3013,0
23252,0,employed,0,5840,.59570855
23253,1,employed,1,9848,.074976653
23254,0,employed,1,7550,.89915001
23255,0,unemployed,0,0,.76099885
23256,1,retired,1,12641,.2546075
23257,0,employed,0,83072,.043020967
23258,1,unemployed,1,0,.90524793
23259,1,unemployed,1,8326,.86958373
23260,1,employed,0,7197,.5751034
23261,1,employed,1,71787,.73878676
23262,0,employed,1,6292,.45930958
23263,1,employed,0,9807,0
23264,1,student,0,3067,.88683951
23265,0,employed,1,5741,.36316529
23266,0,student,0,0,.9634726
23267,0,unemployed,1,0,.56545901
23268,1,employed,1,65546,0
23269,1,student,0,0,0
23270,1,retired,0,3853,.27041119
23271,0,employed,1,10691,.60720515
23272,1,employed,1,7710,.14382936
23273,1,employed,1,6048,.42879373
23274,1,student,0,0,.99448198
23275,0,employed,1,12078,.99877018
23276,0,employed,1,43180,0
23277,1,employed,1,54222,.58905578
23278,0,employed,0,46790,.29017791
23279,1,employed,1,95382,.65573692
23280,0,employed,0,8352,.10144953
23281,0,unemployed,1,0,.99439555
23282,0,employed,1,9071,0
23283,0,employed,0,8101,0
23284,1,student,0,0,.9441672
23285,1,student,0,4094,.49553967
23286,1,employed,0,17346,.060681913
23287,0,employed,1,5068,0
23288,1,employed,1,213607,.84275037
23289,1,employed,0,5882,0
23290,0,student,0,0,.87975073
23291,0,employed,1,8698,.77200156
23292,1,employed,1,11463,.57485849
23293,1,student,0,0,.81930369
23294,0,employed,1,6742,.23095539
23295,0,student,0,35221,.77338058
23296,0,employed,1,12514,.60665947
23297,1,employed,1,10560,.58098
23298,1,unemployed,1,0,0
23299,1,employed,1,21773,.53835422
23300,0,employed,1,11762,0
23301,1,employed,0,86835,0
23302,1,employed,0,7696,.2122748
23303,0,unemployed,1,11327,.62633777
23304,1,employed,1,8096,.31016728
23305,0,employed,1,6278,.51776189
23306,1,employed,0,42939,.73962653
23307,0,employed,1,6414,.59296036
23308,1,employed,1,7570,0
23309,0,employed,1,6358,.80706233
23310,1,employed,1,6248,.26222718
23311,0,employed,1,4464,0
23312,1,employed,0,7177,.17872217
23313,1,employed,1,9255,.83362037
23314,1,employed,1,71011,.62272298
23315,0,retired,0,4093,0
23316,0,employed,0,25175,.96535385
23317,1,employed,1,35131,0
23318,1,employed,1,29224,.20124966
23319,0,unemployed,0,0,0
23320,0,employed,1,5157,.058151197
23321,0,student,0,0,.07196565
23322,1,unemployed,1,10690,.43595526
23323,1,retired,1,10073,.3020905
23324,1,employed,1,10315,.41628543
23325,1,student,0,0,0
23326,1,employed,1,7592,.50561816
23327,0,employed,1,16974,0
23328,0,student,0,0,.85977125
23329,0,unemployed,1,17408,.73887265
23330,0,student,0,0,.1175029
23331,1,employed,1,21477,.88230896
23332,0,employed,1,13564,0
23333,0,unemployed,1,0,0
23334,0,employed,1,12034,.16200003
23335,1,retired,0,4281,.22327617
23336,0,employed,1,8518,.53240228
23337,0,employed,1,13158,.23083381
23338,0,employed,1,18389,.6895709
23339,1,student,0,0,.91271704
23340,1,employed,1,10425,.29541582
23341,1,employed,1,16377,.7891795
23342,0,employed,1,16299,.91741633
23343,1,student,0,14301,.89634037
23344,1,employed,1,5689,.64809257
23345,0,unemployed,0,0,.592152
23346,1,employed,0,6321,.52369457
23347,0,employed,1,4436,.28016537
23348,1,employed,0,15930,0
23349,0,student,0,0,.81811804
23350,0,employed,0,45653,.72586501
23351,0,employed,0,46365,.2477922
23352,0,employed,0,5877,.014833477
23353,1,employed,1,24682,0
23354,0,student,0,0,.72697771
23355,0,unemployed,1,6297,.63947862
23356,1,employed,0,158729,.50767934
23357,0,unemployed,1,39158,.50856358
23358,0,unemployed,0,0,.45836523
23359,0,employed,1,16689,0
23360,0,employed,1,9516,.69391924
23361,1,retired,1,8094,.27501458
23362,1,unemployed,1,13173,0
23363,1,unemployed,1,0,0
23364,0,student,0,32403,.84691399
23365,1,employed,1,11644,.58086801
23366,0,student,0,0,.75366056
23367,0,employed,1,13613,.62197095
23368,1,student,0,0,.77346611
23369,0,employed,1,8432,0
23370,1,student,0,0,.10576209
23371,0,student,0,7032,0
23372,1,employed,0,6318,0
23373,1,student,0,0,.88990337
23374,0,student,0,0,0
23375,1,employed,0,9457,.55983526
23376,1,retired,1,14021,0
23377,0,employed,1,7964,.62415546
23378,0,retired,1,13328,0
23379,0,employed,1,5650,.53523606
23380,1,employed,1,355100,.27044082
23381,1,student,0,49062,.90991735
23382,1,unemployed,1,17915,0
23383,0,unemployed,1,0,.58944875
23384,1,student,0,28922,0
23385,1,employed,1,10025,0
23386,0,student,0,6369,.67757362
23387,1,employed,0,5536,0
23388,1,employed,0,14318,0
23389,1,employed,1,43906,0
23390,1,unemployed,0,0,.84415472
23391,1,employed,1,6305,.45636919
23392,1,unemployed,1,0,.45041001
23393,1,employed,1,67117,.53990513
23394,1,employed,1,90107,0
23395,1,student,0,0,.96768904
23396,1,employed,1,5442,0
23397,1,student,0,0,0
23398,1,employed,1,6132,.61885059
23399,0,employed,1,5200,0
23400,1,employed,1,10133,.17688486
23401,1,student,0,0,0
23402,1,unemployed,0,0,.86724687
23403,1,employed,0,35288,.24626771
23404,0,employed,0,14286,.8596946
23405,1,employed,0,8766,.44516146
23406,0,employed,1,15821,0
23407,1,employed,1,15096,.24018195
23408,0,employed,1,10718,.72620362
23409,0,employed,1,11590,0
23410,1,employed,0,17692,.37583518
23411,1,student,0,0,.75403821
23412,1,student,0,5054,.73359746
23413,1,employed,0,46598,0
23414,0,retired,0,4428,0
23415,0,unemployed,1,0,0
23416,1,retired,1,4624,.26185212
23417,1,employed,0,19420,.66418529
23418,1,employed,1,49160,.67691308
23419,1,employed,1,30782,0
23420,0,employed,0,6292,.046888798
23421,1,unemployed,1,27988,.97251576
23422,1,unemployed,0,25671,.8665908
23423,0,employed,0,12593,.77884889
23424,1,employed,0,12377,.26060241
23425,1,employed,1,14591,.51902997
23426,0,employed,1,48595,.16924362
23427,1,student,0,0,0
23428,1,unemployed,1,19600,.41895625
23429,1,employed,1,12544,.87838942
23430,1,employed,1,8376,0
23431,1,employed,1,21355,.97471899
23432,1,student,0,0,.9981516
23433,0,retired,1,12426,.085675493
23434,0,retired,1,4346,0
23435,0,retired,1,3039,0
23436,0,retired,0,4193,.091669105
23437,1,employed,1,9980,.10406628
23438,0,student,0,0,.021061657
23439,1,employed,0,32385,.57423919
23440,1,employed,1,51878,.82423431
23441,1,retired,1,8309,.22811167
23442,0,student,0,8746,.97176206
23443,0,unemployed,1,8007,.70287728
23444,0,employed,1,30758,.67401856
23445,0,employed,1,4835,.35868642
23446,0,employed,1,10077,.039175563
23447,1,employed,1,6595,.40496221
23448,0,student,0,3293,.95341492
23449,1,unemployed,0,0,.22384942
23450,0,employed,1,72838,0
23451,1,employed,1,6989,.80311221
23452,0,employed,1,17033,.50624067
23453,0,employed,1,4604,.9454143
23454,1,employed,0,8633,0
23455,1,employed,1,12364,0
23456,1,employed,1,5660,0
23457,0,employed,1,11777,.56932437
23458,1,employed,1,14003,.69787753
23459,1,retired,0,343,0
23460,0,employed,0,81326,.32409042
23461,1,employed,1,12694,.73973918
23462,0,student,0,3830,.733145
23463,0,employed,0,7156,.0043446161
23464,0,unemployed,0,0,.58207107
23465,1,retired,1,38850,0
23466,1,unemployed,1,8086,.51889247
23467,0,retired,0,4881,.068731919
23468,1,employed,1,8487,.68034899
23469,0,student,0,0,.63550925
23470,1,employed,1,15428,.36900505
23471,0,unemployed,0,13065,.25754482
23472,1,employed,1,17189,0
23473,1,employed,1,14646,.38924962
23474,1,employed,0,17197,.17058165
23475,1,employed,1,49946,0
23476,0,employed,1,9075,.50590891
23477,0,student,0,9943,.88477612
23478,0,retired,0,35026,.27367458
23479,0,employed,1,37231,0
23480,1,employed,0,9374,.41715795
23481,1,employed,1,16735,.16585001
23482,0,employed,1,48795,.50548989
23483,0,student,0,0,.86289722
23484,1,employed,1,29055,0
23485,1,employed,1,9598,.69203818
23486,1,employed,1,8746,.34802625
23487,0,student,0,0,.068983771
23488,1,employed,1,6611,0
23489,1,retired,0,6066,.29489574
23490,0,student,0,0,.89077425
23491,0,unemployed,0,8828,.22513159
23492,1,retired,0,12138,.30477285
23493,0,employed,1,7176,0
23494,0,retired,1,6466,0
23495,0,employed,1,14548,.66095126
23496,1,employed,1,8720,.097124979
23497,0,employed,0,14593,.69631308
23498,0,retired,1,15443,0
23499,0,employed,1,36118,.65449828
23500,1,employed,1,23912,.79363745
23501,1,employed,1,36478,0
23502,0,retired,1,4737,0
23503,1,employed,0,7917,.59013981
23504,1,employed,1,18088,.73006231
23505,0,unemployed,1,10138,0
23506,0,employed,1,20545,.61148942
23507,1,unemployed,1,38604,.58839005
23508,1,employed,1,41409,.49516636
23509,0,student,0,0,.18894383
23510,0,retired,1,3559,0
23511,1,retired,1,8410,.3121939
23512,1,employed,1,13164,.92503375
23513,1,employed,1,46694,.70617944
23514,1,retired,0,3626,.26727608
23515,1,employed,1,6474,.75881839
23516,0,employed,1,7354,.74461871
23517,0,retired,1,8072,.26621348
23518,1,employed,1,14039,.16336517
23519,0,unemployed,1,0,.40577248
23520,0,unemployed,1,10536,.13061729
23521,0,employed,1,17631,.69820714
23522,1,retired,1,13114,.15636896
23523,1,employed,0,10801,0
23524,1,unemployed,1,19381,.6625976
23525,1,unemployed,1,6403,.55120623
23526,0,student,1,0,.95425051
23527,1,student,0,6161,.90018195
23528,0,employed,1,7806,.52555287
23529,0,unemployed,0,0,.68965316
23530,0,student,0,5021,0
23531,1,employed,1,30635,.11815643
23532,0,employed,1,33167,0
23533,1,student,0,6055,.76750612
23534,0,employed,1,8416,.81126148
23535,1,employed,0,22877,0
23536,0,retired,0,7831,0
23537,0,unemployed,0,7205,.6551128
23538,0,employed,1,18970,0
23539,0,employed,1,7718,0
23540,0,employed,0,1000000,.043846618
23541,0,employed,1,38084,.89815319
23542,1,employed,1,33067,.98949492
23543,0,retired,1,17201,.27584827
23544,0,unemployed,0,12357,0
23545,1,employed,0,20215,0
23546,0,employed,1,14580,.8149966
23547,1,employed,1,6488,.84450495
23548,0,unemployed,1,0,.50211662
23549,0,employed,0,10839,.66304219
23550,1,student,0,0,.4590216
23551,1,student,0,0,.88370246
23552,0,employed,1,21223,.734797
23553,1,employed,0,15687,0
23554,0,student,0,0,.84975916
23555,0,employed,1,19521,.38408786
23556,1,employed,1,10487,.97409242
23557,0,unemployed,1,0,.8861981
23558,0,employed,0,20874,.77057582
23559,0,retired,1,8184,.22990601
23560,1,employed,1,9653,.91125846
23561,1,employed,1,30819,0
23562,1,student,0,0,0
23563,1,student,0,0,.59045744
23564,1,employed,1,64541,.55633157
23565,1,employed,1,6369,.54387605
23566,1,student,0,0,0
23567,1,employed,0,34701,.35329455
23568,1,employed,1,12327,.7340318
23569,0,employed,1,11853,.65382165
23570,1,employed,1,15092,.84337807
23571,0,unemployed,0,0,.34262064
23572,0,student,0,0,.86639637
23573,0,employed,1,18798,.40178543
23574,1,retired,0,5528,0
23575,1,student,0,0,.8068381
23576,1,student,0,0,.98276627
23577,0,unemployed,0,0,0
23578,1,employed,1,17552,.85581297
23579,1,student,0,0,.82498497
23580,1,unemployed,1,0,.58861911
23581,0,unemployed,0,0,.51966643
23582,0,employed,1,4758,0
23583,0,retired,0,4620,0
23584,1,employed,1,14215,.55652702
23585,1,student,0,0,.15823355
23586,0,unemployed,1,0,.66887724
23587,0,employed,1,14249,.52876514
23588,1,employed,1,10919,.41674626
23589,1,employed,1,14376,.79887271
23590,0,retired,1,3871,0
23591,1,employed,1,10036,0
23592,0,employed,0,108557,0
23593,1,employed,1,61135,.30694041
23594,0,employed,1,19757,0
23595,1,retired,0,19289,.22739796
23596,1,employed,1,108589,.86358154
23597,1,unemployed,0,0,0
23598,0,student,0,13029,.2004371
23599,1,student,0,0,.0026014645
23600,1,employed,1,13738,.71321303
23601,0,retired,1,12760,.37138405
23602,0,employed,1,44246,.21593107
23603,0,unemployed,0,7566,.58066577
23604,1,unemployed,1,26987,.63271838
23605,0,employed,1,16081,.088366866
23606,0,student,0,0,.88284045
23607,1,employed,1,79241,.60568744
23608,1,unemployed,0,8202,.71641213
23609,0,employed,1,25949,.25348422
23610,0,employed,1,23439,0
23611,0,employed,0,7196,.64499336
23612,1,employed,1,9659,.52326453
23613,0,employed,1,5584,.54457068
23614,1,employed,1,7791,.72304797
23615,0,unemployed,1,0,.42935452
23616,0,retired,0,6204,.27140823
23617,1,employed,0,14973,.72611517
23618,1,employed,1,12793,0
23619,1,student,0,0,.88871378
23620,1,employed,1,21026,.50087094
23621,0,student,0,0,.91772139
23622,1,employed,1,13329,0
23623,0,retired,0,7170,0
23624,1,employed,0,11906,.52106285
23625,1,employed,1,7193,.21762079
23626,0,employed,1,7838,0
23627,1,student,0,7085,.34030473
23628,1,student,0,10884,.93666792
23629,1,employed,1,26800,.50339603
23630,0,employed,0,55200,.58345258
23631,1,employed,0,14045,.91164362
23632,1,unemployed,1,38372,.50426459
23633,0,unemployed,0,0,0
23634,1,employed,1,9023,.082724914
23635,0,employed,1,5727,.14635542
23636,1,student,0,0,.73957592
23637,0,unemployed,0,23186,.93078035
23638,0,employed,0,15163,.27931416
23639,0,employed,1,76506,0
23640,0,retired,1,5178,.31292194
23641,1,employed,1,48689,.4015916
23642,0,retired,1,1570,.047607638
23643,0,employed,0,17928,0
23644,0,employed,1,8817,.76762277
23645,1,employed,0,7818,0
